order_id,customer_id,product_id,order_date,quantity,discount_pct,sales_amount,channel,source_system
O-001063,C-0026,P-120,2025-12-01,2,0,25000,Web,mirror
O-001064,C-0051,P-140,2026-06-13,5,0,39000,Partner,mirror
O-001065,C-0108,P-130,2025-10-21,2,0.15,10540.0,Partner,shortcut
O-001066,C-0076,P-110,2026-03-26,3,0.1,13486.5,Web,mirror
O-001067,C-0138,P-150,2026-02-18,8,0.05,74480.0,Marketplace,mirror
O-001068,C-0148,P-100,2026-03-26,5,0.1,37890.0,Partner,mirror
O-001069,C-0009,P-150,2026-02-24,4,0.15,33320.0,Direct,copy_job
O-001070,C-0015,P-110,2025-11-14,7,0,34965,Marketplace,mirror
O-001071,C-0103,P-120,2026-04-23,3,0.05,35625.0,Direct,shortcut
O-001072,C-0050,P-100,2025-08-13,1,0,8420,Partner,mirror
O-001073,C-0060,P-110,2025-04-19,6,0,29970,Direct,shortcut
O-001074,C-0101,P-150,2025-03-16,7,0,68600,Web,shortcut
O-001075,C-0013,P-150,2026-02-22,2,0.1,17640.0,Partner,copy_job
O-001076,C-0031,P-140,2025-02-25,2,0,15600,Direct,copy_job
O-001077,C-0034,P-150,2025-05-18,1,0,9800,Direct,shortcut
O-001078,C-0016,P-150,2026-03-15,8,0.15,66640.0,Marketplace,mirror
O-001079,C-0142,P-140,2025-10-30,6,0,46800,Partner,copy_job
O-001080,C-0050,P-130,2025-10-30,4,0.15,21080.0,Web,copy_job
O-001081,C-0103,P-110,2026-07-06,3,0,14985,Direct,mirror
O-001082,C-0137,P-120,2025-04-13,6,0.15,63750.0,Partner,mirror
O-001083,C-0007,P-130,2026-02-07,5,0.15,26350.0,Marketplace,shortcut
O-001084,C-0059,P-120,2026-03-05,2,0,25000,Direct,mirror
O-001085,C-0009,P-130,2026-06-07,1,0,6200,Partner,copy_job
O-001086,C-0049,P-110,2025-03-27,3,0.1,13486.5,Web,copy_job
O-001087,C-0061,P-110,2025-01-06,5,0.05,23726.25,Marketplace,shortcut
O-001088,C-0014,P-110,2025-04-23,3,0.05,14235.75,Web,copy_job
O-001089,C-0096,P-110,2026-02-12,8,0,39960,Web,shortcut
O-001090,C-0137,P-130,2025-05-01,8,0.1,44640.0,Partner,shortcut
O-001091,C-0088,P-100,2025-01-03,7,0.1,53046.0,Partner,shortcut
O-001092,C-0020,P-110,2025-04-18,2,0.1,8991.0,Partner,copy_job
O-001093,C-0117,P-110,2025-06-03,1,0.1,4495.5,Direct,copy_job
O-001094,C-0006,P-140,2026-04-26,1,0.05,7410.0,Partner,shortcut
O-001095,C-0005,P-100,2026-03-27,5,0.1,37890.0,Web,copy_job
O-001096,C-0081,P-150,2025-02-01,2,0.1,17640.0,Marketplace,copy_job
O-001097,C-0026,P-100,2025-08-15,8,0,67360,Direct,shortcut
O-001098,C-0024,P-100,2025-05-26,4,0,33680,Direct,shortcut
O-001099,C-0130,P-130,2025-12-30,2,0.1,11160.0,Marketplace,mirror
O-001100,C-0030,P-100,2025-08-26,3,0.15,21471.0,Marketplace,copy_job
O-001101,C-0079,P-110,2025-01-09,4,0.15,16983.0,Marketplace,copy_job
O-001102,C-0021,P-130,2026-05-06,4,0,24800,Web,mirror
O-001103,C-0012,P-120,2026-05-13,2,0.1,22500.0,Direct,copy_job
O-001104,C-0030,P-130,2026-06-05,1,0,6200,Partner,shortcut
O-001105,C-0090,P-130,2026-04-18,7,0.15,36890.0,Web,shortcut
O-001106,C-0061,P-120,2026-06-09,2,0.1,22500.0,Marketplace,copy_job
O-001107,C-0070,P-100,2026-06-18,3,0.1,22734.0,Marketplace,mirror
O-001108,C-0105,P-130,2025-09-02,1,0,6200,Direct,shortcut
O-001109,C-0035,P-120,2025-07-05,5,0.15,53125.0,Direct,copy_job
O-001110,C-0133,P-110,2025-12-30,3,0.1,13486.5,Direct,mirror
O-001111,C-0135,P-130,2025-12-27,3,0.15,15810.0,Marketplace,copy_job
O-001112,C-0113,P-150,2025-11-08,7,0,68600,Direct,copy_job
O-001113,C-0060,P-120,2026-05-25,1,0.1,11250.0,Web,shortcut
O-001114,C-0030,P-140,2026-07-09,5,0,39000,Direct,copy_job
O-001115,C-0108,P-120,2026-05-04,3,0.15,31875.0,Partner,mirror
O-001116,C-0029,P-140,2025-08-09,5,0,39000,Marketplace,mirror
O-001117,C-0102,P-110,2025-12-24,5,0.05,23726.25,Partner,copy_job
O-001118,C-0056,P-140,2025-06-09,7,0,54600,Web,shortcut
O-001119,C-0018,P-140,2025-12-27,6,0.1,42120.0,Direct,mirror
O-001120,C-0134,P-120,2026-01-13,4,0,50000,Marketplace,mirror
O-001121,C-0071,P-130,2025-07-30,1,0,6200,Marketplace,shortcut
O-001122,C-0063,P-140,2026-02-21,1,0.05,7410.0,Marketplace,mirror
O-001123,C-0108,P-130,2025-03-16,2,0,12400,Partner,mirror
O-001124,C-0096,P-150,2026-07-07,8,0.05,74480.0,Marketplace,copy_job
O-001125,C-0046,P-150,2025-10-20,8,0.05,74480.0,Partner,copy_job
O-001126,C-0149,P-110,2026-03-18,4,0,19980,Web,mirror
O-001127,C-0125,P-120,2025-02-15,8,0.05,95000.0,Marketplace,mirror
O-001128,C-0108,P-120,2025-08-23,2,0.05,23750.0,Partner,mirror
O-001129,C-0145,P-100,2026-04-28,4,0,33680,Direct,mirror
O-001130,C-0108,P-150,2025-05-12,3,0.15,24990.0,Direct,copy_job
O-001131,C-0114,P-150,2026-01-13,7,0.1,61740.0,Direct,shortcut
O-001132,C-0140,P-100,2026-01-09,5,0.1,37890.0,Marketplace,mirror
O-001133,C-0003,P-130,2026-07-04,8,0,49600,Direct,shortcut
O-001134,C-0112,P-140,2025-12-17,4,0.05,29640.0,Partner,shortcut
O-001135,C-0045,P-120,2025-02-17,3,0.15,31875.0,Web,copy_job
O-001136,C-0059,P-140,2025-08-12,8,0,62400,Partner,copy_job
O-001137,C-0133,P-100,2025-06-17,6,0,50520,Partner,mirror
O-001138,C-0149,P-120,2026-04-04,4,0.1,45000.0,Web,copy_job
O-001139,C-0098,P-110,2025-03-16,3,0.05,14235.75,Web,copy_job
O-001140,C-0095,P-110,2025-03-16,5,0.1,22477.5,Marketplace,shortcut
O-001141,C-0110,P-110,2026-03-19,2,0.1,8991.0,Web,copy_job
O-001142,C-0093,P-150,2025-06-05,7,0.15,58310.0,Direct,shortcut
O-001143,C-0012,P-120,2025-12-27,8,0,100000,Partner,copy_job
O-001144,C-0030,P-130,2025-09-10,3,0,18600,Web,shortcut
O-001145,C-0022,P-140,2026-03-08,8,0.1,56160.0,Direct,mirror
O-001146,C-0148,P-140,2025-12-09,1,0,7800,Marketplace,copy_job
O-001147,C-0135,P-120,2026-03-04,4,0.1,45000.0,Partner,shortcut
O-001148,C-0081,P-130,2026-03-18,6,0,37200,Marketplace,copy_job
O-001149,C-0059,P-120,2025-09-07,5,0.05,59375.0,Partner,shortcut
O-001150,C-0007,P-130,2025-04-22,3,0,18600,Partner,mirror
O-001151,C-0035,P-150,2026-06-20,5,0.1,44100.0,Web,copy_job
O-001152,C-0061,P-100,2025-12-18,2,0,16840,Marketplace,shortcut
O-001153,C-0128,P-130,2026-06-02,3,0,18600,Direct,mirror
O-001154,C-0063,P-150,2025-10-13,1,0,9800,Marketplace,mirror
O-001155,C-0145,P-110,2025-09-05,5,0,24975,Partner,mirror
O-001156,C-0019,P-110,2026-05-23,3,0.15,12737.25,Partner,shortcut
O-001157,C-0088,P-110,2025-02-16,4,0.15,16983.0,Direct,shortcut
O-001158,C-0035,P-150,2025-03-30,3,0,29400,Direct,mirror
O-001159,C-0007,P-140,2025-02-10,7,0,54600,Direct,copy_job
O-001160,C-0074,P-130,2025-07-23,7,0.15,36890.0,Web,copy_job
O-001161,C-0037,P-110,2026-04-06,3,0,14985,Direct,copy_job
O-001162,C-0082,P-140,2025-06-25,8,0.05,59280.0,Partner,mirror
O-001163,C-0121,P-140,2025-09-24,2,0.1,14040.0,Direct,copy_job
O-001164,C-0073,P-140,2026-04-17,3,0.1,21060.0,Direct,copy_job
O-001165,C-0048,P-150,2025-06-29,6,0.15,49980.0,Web,shortcut
O-001166,C-0078,P-150,2025-06-26,5,0,49000,Direct,mirror
O-001167,C-0024,P-150,2025-12-23,7,0.1,61740.0,Web,shortcut
O-001168,C-0041,P-150,2026-04-19,6,0.15,49980.0,Direct,shortcut
O-001169,C-0094,P-120,2026-03-14,8,0.15,85000.0,Marketplace,copy_job
O-001170,C-0109,P-110,2026-04-23,1,0.1,4495.5,Direct,copy_job
O-001171,C-0081,P-100,2025-12-26,2,0,16840,Web,mirror
O-001172,C-0049,P-120,2025-12-07,2,0.15,21250.0,Direct,mirror
O-001173,C-0087,P-100,2025-01-04,4,0.1,30312.0,Web,copy_job
O-001174,C-0082,P-130,2025-03-23,3,0,18600,Partner,shortcut
O-001175,C-0060,P-100,2025-10-07,1,0.05,7999.0,Web,copy_job
O-001176,C-0120,P-110,2025-07-30,6,0,29970,Partner,mirror
O-001177,C-0107,P-130,2025-09-23,5,0,31000,Marketplace,mirror
O-001178,C-0007,P-100,2026-06-26,6,0.05,47994.0,Partner,mirror
O-001179,C-0073,P-150,2026-01-08,3,0,29400,Partner,shortcut
O-001180,C-0017,P-150,2025-01-08,7,0,68600,Web,shortcut
O-001181,C-0120,P-120,2025-03-21,7,0.15,74375.0,Direct,shortcut
O-001182,C-0037,P-140,2025-09-17,3,0.05,22230.0,Marketplace,copy_job
O-001183,C-0124,P-100,2026-05-06,8,0,67360,Partner,shortcut
O-001184,C-0076,P-150,2026-03-19,4,0,39200,Web,shortcut
O-001185,C-0100,P-110,2025-04-22,2,0,9990,Marketplace,mirror
O-001186,C-0098,P-130,2025-01-30,1,0.05,5890.0,Partner,copy_job
O-001187,C-0066,P-120,2026-04-07,4,0,50000,Marketplace,mirror
O-001188,C-0064,P-110,2025-06-24,5,0.1,22477.5,Marketplace,shortcut
O-001189,C-0128,P-120,2025-01-23,1,0.1,11250.0,Web,copy_job
O-001190,C-0036,P-130,2026-04-25,3,0,18600,Direct,shortcut
O-001191,C-0145,P-120,2025-02-06,4,0,50000,Partner,copy_job
O-001192,C-0064,P-100,2025-01-02,7,0,58940,Partner,copy_job
O-001193,C-0130,P-120,2025-12-18,5,0.15,53125.0,Marketplace,mirror
O-001194,C-0141,P-110,2025-11-18,7,0.05,33216.75,Marketplace,mirror
O-001195,C-0044,P-110,2026-06-20,4,0,19980,Partner,copy_job
O-001196,C-0121,P-120,2025-07-28,8,0.1,90000.0,Direct,copy_job
O-001197,C-0142,P-100,2025-08-31,8,0.1,60624.0,Partner,copy_job
O-001198,C-0032,P-120,2025-08-04,3,0,37500,Web,shortcut
O-001199,C-0001,P-100,2025-09-27,1,0.05,7999.0,Direct,shortcut
O-001200,C-0109,P-130,2025-09-17,7,0,43400,Partner,mirror
